
null2#	-93	-99	-101	-112	-94	-114	-92	-89	-94

2#	-93	-99	-101	-112	-94	-114	-92	-89	-94

2#	-93	-99	-101	-112	-94	-114	-92	-89	-94

2#	-94	-97	-108	-107	-94	-114	-92	-89	-94

2#	-94	-97	-108	-107	-94	-114	-92	-89	-94

2#	-94	-97	-108	-107	-94	-114	-92	-89	-94

2#	-91	-89	-110	-106	-94	-114	-92	-89	-94

2#	-91	-89	-110	-106	-94	-114	-92	-89	-94

2#	-91	-89	-110	-106	-94	-114	-92	-89	-94

2#	-91	-103	-105	-109	-94	-114	-92	-89	-94

2#	-91	-103	-105	-109	-94	-114	-92	-89	-94

2#	-91	-103	-105	-109	-94	-114	-92	-89	-94

2#	-93	-92	-102	-102	-94	-114	-92	-89	-94

2#	-93	-92	-102	-102	-94	-114	-92	-89	-94

2#	-93	-92	-102	-102	-94	-114	-92	-89	-94

2#	-94	-98	-104	-104	-94	-114	-92	-89	-94

2#	-94	-98	-104	-104	-94	-114	-92	-89	-94

2#	-94	-98	-104	-104	-94	-114	-92	-89	-94

2#	-93	-97	-108	-109	-94	-114	-92	-89	-94

2#	-93	-97	-108	-109	-94	-114	-92	-89	-94

2#	-93	-97	-108	-109	-94	-114	-92	-89	-94

2#	-92	-91	-100	-110	-94	-114	-92	-89	-94

2#	-92	-91	-100	-110	-94	-114	-92	-89	-94

2#	-92	-91	-100	-110	-94	-114	-92	-89	-94

2#	-91	-95	-103	-108	-94	-114	-92	-89	-94

2#	-91	-95	-103	-108	-94	-114	-92	-89	-94

2#	-91	-95	-103	-108	-94	-114	-92	-89	-94

2#	-92	-83	-93	-94	-114	-92	-89	-94

2#	-92	-83	-93	-94	-114	-92	-89	-94

2#	-92	-83	-93	-94	-114	-92	-89	-94

2#	-80	-92	-96	-94	-114	-92	-89	-94

2#	-80	-92	-96	-94	-114	-92	-89	-94

2#	-80	-92	-96	-94	-114	-92	-89	-94

2#	-82	-93	-90	-90	-94	-114	-92	-89	-94

2#	-82	-93	-90	-90	-94	-114	-92	-89	-94

2#	-82	-93	-90	-90	-94	-114	-92	-89	-94

2#	-80	-97	-94	-95	-94	-114	-92	-89	-94

2#	-80	-97	-94	-95	-94	-114	-92	-89	-94

2#	-80	-97	-94	-95	-94	-114	-92	-89	-94

2#	-76	-104	-92	-92	-94	-114	-92	-89	-94

2#	-76	-104	-92	-92	-94	-114	-92	-89	-94

2#	-76	-104	-92	-92	-94	-114	-92	-89	-94

2#	-77	-93	-92	-99	-94	-114	-92	-89	-94

2#	-77	-93	-92	-99	-94	-114	-92	-89	-94

2#	-77	-93	-92	-99	-94	-114	-92	-89	-94

2#	-79	-93	-95	-104	-94	-114	-92	-89	-94

2#	-79	-93	-95	-104	-94	-114	-92	-89	-94

2#	-79	-93	-95	-104	-94	-114	-92	-89	-94

2#	-77	-94	-93	-102	-94	-114	-92	-89	-94

2#	-77	-94	-93	-102	-94	-114	-92	-89	-94

2#	-77	-94	-93	-102	-94	-114	-92	-89	-94

2#	-75	-83	-85	-87	-94	-114	-92	-89	-94

2#	-75	-83	-85	-87	-94	-114	-92	-89	-94

2#	-75	-83	-85	-87	-94	-114	-92	-89	-94

2#	-76	-91	-92	-101	-94	-114	-92	-89	-94

2#	-76	-91	-92	-101	-94	-114	-92	-89	-94

2#	-76	-91	-92	-101	-94	-114	-92	-89	-94

2#	-78	-93	-92	-97	-94	-114	-92	-89	-94

2#	-78	-93	-92	-97	-94	-114	-92	-89	-94

2#	-78	-93	-92	-97	-94	-114	-92	-89	-94

2#	-79	-89	-99	-99	-94	-114	-92	-89	-94

2#	-79	-89	-99	-99	-94	-114	-92	-89	-94

2#	-79	-89	-99	-99	-94	-114	-92	-89	-94

2#	-73	-82	-92	-94	-94	-114	-92	-89	-94

2#	-73	-82	-92	-94	-94	-114	-92	-89	-94

2#	-73	-82	-92	-94	-94	-114	-92	-89	-94

2#	-82	-85	-95	-91	-94	-114	-92	-89	-94

2#	-82	-85	-95	-91	-94	-114	-92	-89	-94

2#	-82	-85	-95	-91	-94	-114	-92	-89	-94

2#	-77	-89	-92	-89	-94	-114	-92	-89	-94

2#	-77	-89	-92	-89	-94	-114	-92	-89	-94

2#	-77	-89	-92	-89	-94	-114	-92	-89	-94

2#	-75	-87	-94	-88	-94	-114	-92	-89	-94

2#	-75	-87	-94	-88	-94	-114	-92	-89	-94

2#	-75	-87	-94	-88	-94	-114	-92	-89	-94

2#	-77	-91	-90	-96	-96	-94	-114	-92	-89	-94

2#	-77	-91	-90	-96	-96	-94	-114	-92	-89	-94

2#	-77	-91	-90	-96	-96	-94	-114	-92	-89	-94

2#	-72	-87	-90	-86	-95	-94	-114	-92	-89	-94

2#	-72	-87	-90	-86	-95	-94	-114	-92	-89	-94

2#	-72	-87	-90	-86	-95	-94	-114	-92	-89	-94

2#	-75	-82	-84	-92	-89	-94	-114	-92	-89	-94

2#	-75	-82	-84	-92	-89	-94	-114	-92	-89	-94

2#	-75	-82	-84	-92	-89	-94	-114	-92	-89	-94

2#	-77	-84	-82	-95	-93	-94	-114	-92	-89	-94

2#	-77	-84	-82	-95	-93	-94	-114	-92	-89	-94

2#	-77	-84	-82	-95	-93	-94	-114	-92	-89	-94

2#	-77	-80	-85	-93	-93	-94	-114	-92	-89	-94

2#	-77	-80	-85	-93	-93	-94	-114	-92	-89	-94

2#	-77	-80	-85	-93	-93	-94	-114	-92	-89	-94

2#	-71	-81	-88	-93	-94	-114	-92	-89	-94

2#	-71	-81	-88	-93	-94	-114	-92	-89	-94

2#	-71	-81	-88	-93	-94	-114	-92	-89	-94

2#	-75	-81	-79	-89	-94	-114	-92	-89	-94

2#	-75	-81	-79	-89	-94	-114	-92	-89	-94

2#	-75	-81	-79	-89	-94	-114	-92	-89	-94

2#	-86	-79	-83	-90	-94	-114	-92	-89	-94

2#	-86	-79	-83	-90	-94	-114	-92	-89	-94

2#	-86	-79	-83	-90	-94	-114	-92	-89	-94

2#	-80	-74	-79	-83	-94	-114	-92	-89	-94

2#	-80	-74	-79	-83	-94	-114	-92	-89	-94

2#	-80	-74	-79	-83	-94	-114	-92	-89	-94

2#	-84	-78	-83	-89	-94	-114	-92	-89	-94

2#	-84	-78	-83	-89	-94	-114	-92	-89	-94

2#	-84	-78	-83	-89	-94	-114	-92	-89	-94

2#	-86	-82	-81	-92	-94	-114	-92	-89	-94

2#	-86	-82	-81	-92	-94	-114	-92	-89	-94

2#	-86	-82	-81	-92	-94	-114	-92	-89	-94

2#	-85	-77	-77	-92	-94	-114	-92	-89	-94

2#	-85	-77	-77	-92	-94	-114	-92	-89	-94

2#	-85	-77	-77	-92	-94	-114	-92	-89	-94

2#	-86	-84	-78	-94	-114	-92	-89	-94

2#	-86	-84	-78	-94	-114	-92	-89	-94

2#	-86	-84	-78	-94	-114	-92	-89	-94

2#	-73	-84	-79	-95	-88	-94	-114	-92	-89	-94

2#	-73	-84	-79	-95	-88	-94	-114	-92	-89	-94

2#	-73	-84	-79	-95	-88	-94	-114	-92	-89	-94

2#	-77	-74	-83	-86	-94	-114	-92	-89	-94

2#	-77	-74	-83	-86	-94	-114	-92	-89	-94

2#	-77	-74	-83	-86	-94	-114	-92	-89	-94

2#	-73	-74	-85	-86	-94	-114	-92	-89	-94

2#	-73	-74	-85	-86	-94	-114	-92	-89	-94

2#	-73	-74	-85	-86	-94	-114	-92	-89	-94

2#	-71	-76	-85	-81	-94	-114	-92	-89	-94

2#	-71	-76	-85	-81	-94	-114	-92	-89	-94

2#	-71	-76	-85	-81	-94	-114	-92	-89	-94

2#	-72	-83	-88	-94	-114	-92	-89	-94

2#	-72	-83	-88	-94	-114	-92	-89	-94

2#	-72	-83	-88	-94	-114	-92	-89	-94

2#	-71	-80	-83	-94	-114	-92	-89	-94

2#	-71	-80	-83	-94	-114	-92	-89	-94

2#	-71	-80	-83	-94	-114	-92	-89	-94

2#	-80	-80	-85	-94	-114	-92	-89	-94

2#	-80	-80	-85	-94	-114	-92	-89	-94

2#	-78	-87	-84	-94	-114	-92	-89	-94

2#	-78	-87	-84	-94	-114	-92	-89	-94

2#	-78	-87	-84	-94	-114	-92	-89	-94

